seqnames	start	end	FDR	V12
chr3L	14646420	14646673	6.45e-09	544.161073869007
chr2R	22012467	22012888	8.5e-09	536.197800254718
chr3R	22196024	22196287	8.8e-09	535.196986604727
chr3R	11856299	11856681	1.11e-08	528.49730165047
chr2R	21784412	21784723	1.18e-08	526.732757990236
chr3R	28091024	28091308	1.19e-08	526.489263711314
chr2L	18263735	18263918	1.96e-08	512.091422095168
chr3L	10504933	10505224	2.06e-08	510.655608433808
chr3L	17195946	17196298	2.2e-08	508.758424706979
chr2R	18356772	18356880	2.41e-08	506.127832252873
chr2L	18001974	18002378	3.62e-08	494.388701235808
chr3R	13549304	13549613	5.24e-08	483.717158946723
chr2R	10975808	10976029	5.67e-08	481.441520478628
chr2R	16259700	16260070	6.32e-08	478.31000401393
chrY_CP007111v1_random	19406	19579	7.01e-08	475.32020629726
chr3L	15912749	15913039	7.06e-08	475.115131512049
chrX	6180767	6181124	8.49e-08	469.793204106412
chr3R	15528153	15528381	9.77e-08	465.741323938105
chrX	1041064	1041182	9.91e-08	465.330794033743
chr3R	5514121	5514816	1.05e-07	463.662146726403
chr2R	15164364	15164503	1.65e-07	450.620612794809
chrX	16801082	16801265	1.67e-07	450.272971230244
chr2R	23120149	23120374	2.29e-07	441.162981317786
chr3L	20432337	20432452	2.56e-07	437.947057079725
chr3L	1359023	1359176	2.6e-07	437.499700819156
chr2L	20917087	20917240	2.96e-07	433.757989767146
chr3R	30601463	30601602	3.51e-07	428.840512673634
chr2R	15579382	15579545	3.62e-07	427.950139338061
chrX	21491862	21492086	4.4e-07	422.319862809232
chr2L	21009023	21009233	5.39e-07	416.464227824675
chr3L	19510850	19511067	5.57e-07	415.516386732925
chr2R	17419852	17419950	7.75e-07	405.986007076493
chr2L	9816754	9816927	8.28e-07	404.077317929739
chr2R	23438176	23438429	8.43e-07	403.559280660884
chr2R	16404765	16404919	8.48e-07	403.388647988461
chr3L	19348414	19348787	9.09e-07	401.384327395843
chr2R	5938445	5938696	9.19e-07	401.068636053944
chrX	12223181	12223334	1e-06	398.631371386483
chr2L	17020622	17020959	1.02e-06	398.059988342548
chrX	20464096	20464352	1.14e-06	394.850694898683
chr3R	28639225	28639415	1.66e-06	384.007706555039
chr3R	27480692	27481201	1.75e-06	382.484272945331
chr4	775465	775551	2.3e-06	374.59869416309
chr3L	15364402	15364520	2.38e-06	373.612139915819
chr3L	2184747	2185053	2.4e-06	373.370683269808
chrX	10148989	10149142	3.25e-06	364.622577023662
chr2R	23515774	23515894	3.57e-06	361.912889901396
chr3L	3515381	3515496	4.5e-06	355.232871357637
chr3R	29917954	29918331	4.6e-06	354.59869416309
chr3L	16489546	16489641	5.53e-06	349.285781777284
chrX	10446171	10446347	5.56e-06	349.129673727508
chr2R	12443199	12443456	6.17e-06	346.12596159899
chr2L	6262442	6262736	8.45e-06	337.052344558587
chr3L	6948870	6948994	8.49e-06	336.916080310917
chr2L	21102633	21102757	9.99e-06	332.22167782613
chr3R	12526230	12526482	1.13e-05	328.666354035927
chr3R	18820093	18820197	1.26e-05	325.524334814232
chrX	16761384	16761619	1.63e-05	318.095370199609
chr3R	15340349	15340427	1.8e-05	315.232871357637
chr3R	27508866	27508969	2.67e-05	303.85601465048
chr3R	20055532	20055692	2.92e-05	301.27344210663
chr2R	14665768	14665928	0.000134	257.309587577328
chr2L	9229964	9230197	0.000264	237.743488999314
chr2L	19971397	19971838	0.000629	212.693047248898
chr2R	15036661	15036845	0.000794	205.971467443624
chrX_DS484563v1_random	22	195	0.00388	160.194552644994
chr3R	25901171	25901351	0.00402	159.171775665158
chr2L	5554946	5555079	0.0042	157.907899135414
chrX_DS485050v1_random	885	994	0.0149	121.370877181746
chr3R	938880	939026	0.0194	113.755990747246
chrX_DS485647v1_random	923	1054	0.0198	113.167115189397
chrX_DS484563v1_random	546	678	0.0604	80.9861528044874
chrX	23349857	23349938	0.0629	79.8159234534032
chr3R	17848585	17849248	3.02e-18	1164.00314316844
chrX	20926955	20927535	5.91e-18	1144.63095155139
chr3R	11864835	11865526	6.39e-17	1075.93923363826
chr2R	9630502	9631040	9.43e-17	1064.7103968437
chrX	8010971	8012023	3.1e-16	1030.37162605397
chr3R	29638617	29639084	3.45e-16	1027.28506312614
chrX	4405723	4406555	5.09e-16	1016.06367723794
chr3R	24455384	24455878	1.47e-15	985.462105364976
chr2R	16052412	16053654	4.59e-15	952.608545393427
chr2L	22148695	22149019	7.86e-15	937.087842216531
chrX	12217216	12217762	4.72e-14	885.364129376719
chrX	3310676	3310952	1.06e-13	862.020019374945
chr3R	11339909	11340364	1.47e-13	852.584981569481
chr3R	32015841	32016251	3.26e-13	829.603865381587
chr3L	8208491	8209409	4.34e-13	821.347403817319
chr3L	5187252	5187432	2.09e-12	775.992683926844
chr2R	16521980	16522522	2.48e-12	771.055940360724
chr3L	13308556	13309110	8.55e-12	735.344254372996
chr2R	6965778	6966096	1.68e-11	715.854956215139
chrX	1748807	1749441	1.72e-11	715.176009576672
chr3R	17264932	17265444	2.95e-11	699.60988178573
chr3L	11369081	11369353	3.35e-11	695.940958963811
chrX	14564116	14564523	4.19e-11	689.485175996727
chr3L	10012357	10012655	5.08e-11	683.927610935271
chr3R	15888631	15888849	7.58e-11	672.380223907292
chr3R	26957900	26958163	9.1e-11	667.106849968993
chr2R	9517127	9517259	1.06e-10	662.704333681703
chr3R	29921076	29921425	1.38e-10	655.092253637404
chrX	10092839	10093394	2.07e-10	643.39300362298
chr3L	20872140	20872315	2.61e-10	636.704622841569
chr2R	19036966	19037372	7.5e-10	606.247807065302
chrX	9247328	9247480	1.06e-09	596.265771783956
chr2L	14204089	14204418	1.34e-09	589.502397066064
chr2R	8920098	8920421	1.36e-09	589.074924050213
chr3R	13493321	13493619	1.55e-09	585.301692769735
chr2L	17698025	17698294	2.26e-09	574.420601626916
chr3L	4609253	4609468	2.33e-09	573.540457982134
chrX	2822221	2822553	3.77e-09	559.655766609846
chr2L	21766830	21767377	3.8e-09	559.427068708601
chr3R	5157629	5157981	5.63e-09	548.084358633615
chrX	8357128	8357333	7.7e-09	539.049888163574
chr2L	15990655	15990989	8.16e-09	537.37567403579
chr2L	8337123	8337522	1.09e-08	529.021932481934
chr3R	8412209	8412438	1.35e-08	522.849307036456
chr3R	19148048	19148200	1.97e-08	511.944582588345
chrX	21443256	21443522	2.11e-08	509.963635203329
chr2R	10654707	10654927	2.2e-08	508.758424706979
chr2L	13192159	13192295	2.27e-08	507.854649231654
chr2L	7799752	7799905	2.45e-08	505.652860197421
chr2R	17141249	17141652	2.57e-08	504.273127993595
chrX	10538928	10539175	2.6e-08	503.938262716903
chr3R	12444230	12444620	3.47e-08	495.609781925907
chr2R	24407961	24408179	3.58e-08	494.709303432187
chr3R	27716898	27717371	3.63e-08	494.309104217557
chr3R	14212851	14213099	4.35e-08	489.088187162751
chr2L	4178379	4178671	4.36e-08	489.021932481934
chr3R	10868005	10868289	4.52e-08	487.982039729169
chr2L	9041188	9041471	5.4e-08	482.849307036456
chr3L	13022195	13022322	8.04e-08	471.364585153894
chr3R	16273194	16273308	8.7e-08	469.088187162751
chr3R	27970276	27970694	9.21e-08	467.444472055646
chr3L	20279900	20280036	1.03e-07	464.217046536061
chr3L	3968525	3968633	1.09e-07	462.583370584187
chr2R	19137625	19137734	1.37e-07	455.986415420515
chr2L	11674576	11674735	1.56e-07	452.23901270248
chr2R	17914780	17915263	1.72e-07	449.421761985683
chr2L	2976833	2976920	2.06e-07	444.217046536061
chr2R	24243542	24243646	2.35e-07	440.416718148425
chr2L	15780937	15781294	2.36e-07	440.294196092488
chrX	17147768	17148089	2.58e-07	437.72251197126
chr3L	12849784	12849908	2.77e-07	435.672213758741
chr2L	19274977	19275362	2.82e-07	435.156030031749
chr2L	10767432	10767561	3.33e-07	430.3594897383
chrX	713571	713897	6.45e-07	411.283950073513
chr3L	5319738	5320038	7.99e-07	405.106023221166
chr2L	2315819	2315946	1.07e-06	396.679155453955
chr2L	17005173	17005385	1.19e-06	393.612139915819
chrX	2808208	2808426	1.21e-06	393.131230436486
chr3R	29975638	29975846	1.36e-06	389.759238356971
chr3L	4973349	4973468	1.57e-06	385.616080204145
chr3L	17062049	17062315	1.59e-06	385.250836076291
chr3R	11734008	11734110	1.91e-06	379.959918621263
chr3L	5436636	5437028	1.91e-06	379.959918621263
chrX	16990805	16991023	2.31e-06	374.473514353657
chr3R	27455905	27456237	2.96e-06	367.319427869399
chr3L	1969515	1969617	3.26e-06	364.533932097356
chrX	3639804	3639945	3.34e-06	363.834409332497
chr2L	6148974	6149192	4.6e-06	354.59869416309
chr2R	15408411	15408679	4.71e-06	353.916830189722
chr3L	6436491	6436640	4.76e-06	353.612139915819
chrX	10536418	10536558	5.69e-06	348.462798335846
chr2L	5778503	5778645	5.96e-06	347.125124772735
chr2R	11389228	11389341	6.87e-06	343.025169405616
chr3R	12020256	12020526	7.85e-06	339.177518306398
chrX	22937152	22937275	7.89e-06	339.030865381709
chrX	14570371	14570794	8.93e-06	335.458167879554
chr2R	16903495	16903664	9.56e-06	333.491159022363
chr2R	16696248	16696335	1.45e-05	321.471751483932
chr2R	17787413	17787534	1.63e-05	318.095370199609
chr2R	18094870	18094975	1.63e-05	318.095370199609
chr2L	16701784	16701916	2.1e-05	310.785022930908
chr3L	15483749	15483978	2.83e-05	302.176768427593
chr2R	1329216	1329341	3.43e-05	296.628637960774
chr2R	15339158	15339278	3.47e-05	296.294096232665
chr3R	31840903	31841165	3.87e-05	293.146138161342
chr3L	2257389	2257461	5.44e-05	283.320676459224
chr3L	21395644	21395937	8.84e-05	269.311882096402
chr2L	16215579	16215777	0.000108	263.533621343214
chr3R	20428226	20428453	0.000148	254.442304073904
chr3R	29601013	29601192	0.000151	253.863276599982
chr3R	31339815	31340000	0.000205	245.041769396375
chrX	6187934	6188153	0.000235	241.101032455183
chr3L	20053395	20053513	0.000649	211.789878026501
chr2L	3026684	3026848	0.000667	211.000512362792
chr2L	7645514	7645896	0.000674	210.699275762846
chrX_DS484187v1_random	927	1254	0.0286	102.556820855421
chr2L	19690200	19691100	3.96e-17	1089.74554365561
chr2L	1136640	1137504	1.08e-16	1060.79636411618
chr3L	16148204	16148620	1.49e-16	1051.51074375021
chrX	22918520	22919297	6.58e-16	1008.65523868475
chr3R	9204128	9204921	4.6e-15	952.545751242816
chr2L	2013704	2014180	1.79e-14	913.340674818671
chr2L	16979994	16980580	1.99e-14	910.284497953083
chr2R	21407821	21408212	2.62e-14	902.348530333207
chr2R	11025328	11025699	7.71e-14	871.205249365655
chr2R	18566235	18566551	1.63e-13	849.603865381587
chr3L	14711200	14711713	1.75e-13	847.554206229562
chr2R	13386748	13387275	3.52e-13	827.389796093463
chr2R	12730465	12730938	4.9e-13	817.845669686157
chrX	1579496	1580151	4.94e-13	817.611083834515
chrX	7256978	7257546	9.19e-13	799.700007440428
chrX	15184631	15185323	1.98e-12	777.552734166869
chr2L	3756753	3757354	4.4e-12	754.512672297968
chr3L	15921498	15921622	4.68e-12	752.732572176793
chrX	18474371	18474885	4.72e-12	752.487005581225
chr2L	17076466	17076873	7.19e-12	740.342907359675
chr3L	19432231	19432710	3.24e-11	696.904304613022
chr2R	17171302	17171567	4.63e-11	686.60393700551
chr2R	6523742	6524181	6.03e-11	678.981020832713
chrX	2533886	2534429	1.17e-10	659.855448381299
chr2R	17793627	17793900	1.29e-10	657.038197664502
chr2L	16231778	16231960	1.81e-10	647.265825031303
chrX	20927725	20927937	2.03e-10	643.956024429263
chr3L	16419285	16419459	2.06e-10	643.532732229303
chr3R	12916345	12916687	2.15e-10	642.298885781178
chr3R	20433465	20433851	5.28e-10	616.374860385798
chr3R	27870211	27870778	5.58e-10	614.780316536383
chr2L	20584124	20584563	7.87e-10	604.858346262817
chr2R	15045866	15046142	1.61e-09	584.205843312927
chr2R	16475828	16476122	1.68e-09	582.977832419645
chrX	17543635	17543888	2.02e-09	577.659951220184
chr2R	12880508	12880636	2.54e-09	571.050487139776
chr3R	27803218	27803500	3.53e-09	561.553693409796
chrX	18347693	18348188	3.73e-09	559.963544470115
chr2R	16473654	16474083	4.96e-09	551.740254667482
chr2L	1387761	1387897	5.64e-09	548.033153827244
chr2L	3112859	3113154	6.8e-09	542.636362152466
chr2L	18022442	18022676	7.87e-09	538.41978436507
chr2L	4838216	4838406	9e-09	534.548557050879
chr2R	15403684	15403929	1.11e-08	528.49730165047
chr2L	3738021	3738367	1.33e-08	523.279970267449
chr3R	18207168	18207412	1.36e-08	522.636362152466
chr2R	23698061	23698160	1.68e-08	516.539270521897
chr3R	25787961	25788278	2.47e-08	505.418274345779
chr3R	6620958	6621451	3.21e-08	497.857029235026
chr3L	10349258	10349573	3.23e-08	497.677811883594
chr3L	17826754	17827126	3.27e-08	497.322682467511
chr3R	18519112	18519350	3.32e-08	496.884830350534
chr3R	15943907	15944113	4.77e-08	486.428709857362
chr2R	23511178	23511671	5.07e-08	484.668780237406
chr3R	31646237	31646413	5.1e-08	484.498550240295
chr3L	5679369	5679504	5.19e-08	483.993804410315
chr2L	13176457	13176597	7.29e-08	474.190118890934
chr2L	9377694	9378142	7.71e-08	472.573877979172
chr2L	1623804	1624200	9.58e-08	466.307982062749
chr3R	13195780	13195956	1.31e-07	457.278597048976
chr3L	17050873	17050969	1.33e-07	456.841408369701
chr3L	8290095	8290222	1.38e-07	455.776567944162
chrX	4340417	4340678	1.39e-07	455.568235625255
chr3R	25024972	25025063	1.65e-07	450.620612794809
chr3R	23548385	23548639	1.7e-07	449.759238356971
chr3R	18895900	18896300	1.76e-07	448.758424706979
chr2L	20918381	20918503	2.14e-07	443.117717351702
chr3L	347143	347233	2.36e-07	440.294196092488
chr3L	10356966	10357203	2.49e-07	438.747018438364
chr2L	15935523	15935894	2.53e-07	438.287185585839
chr3R	15027542	15027943	2.79e-07	435.464630843141
chr3R	11092763	11092968	2.93e-07	434.05191999128
chr2R	20313123	20313306	3.23e-07	431.239249985847
chr3R	13593826	13594012	3.29e-07	430.70818160502
chr2R	3763642	3763717	3.57e-07	428.351451799143
chr3L	17123643	17123775	3.72e-07	427.163880857565
chr3R	14093427	14093678	7.47e-07	407.04776842394
chr3L	16531429	16531686	1.23e-06	392.658205075193
chrX	6214096	6214323	1.49e-06	387.125124772735
chr2L	805270	805623	1.55e-06	385.986007076493
chr3L	14814117	14814332	1.64e-06	384.357455089616
chr3L	7328541	7328659	1.7e-06	383.320676459224
chr2L	2885840	2885970	1.71e-06	383.15144488426
chr2R	18727621	18728061	1.72e-06	382.983200087936
chr2L	18210772	18210986	1.86e-06	380.725318959817
chr2L	8072566	8072679	1.89e-06	380.263646697557
chr3R	28554812	28555109	2.14e-06	376.679155453955
chr3L	10757365	10757663	2.2e-06	375.881300911485
chr2R	6892475	6892635	2.31e-06	374.473514353657
chr2L	6908001	6908122	2.56e-06	371.508495181978
chr2R	14418581	14418755	2.56e-06	371.508495181978
chr2R	7698499	7698594	2.6e-06	371.061138921409
chr3R	28726012	28726219	2.69e-06	370.079247930845
chr2R	21440308	21440487	3.93e-06	359.140785136806
chrX	3104076	3104500	4.01e-06	358.55932665288
chrX	3234968	3235148	4.45e-06	355.555264664903
chrX	4753368	4753690	5.62e-06	348.819968777559
chr2R	23487873	23488083	8.29e-06	337.603929352063
chr3R	14139295	14139479	8.45e-06	337.052344558587
chr2L	3662172	3662291	9.14e-06	334.787488080817
chr3R	29927944	29928220	9.42e-06	333.916830189722
chr3R	27098693	27098898	1.4e-05	322.484272945331
chr3L	14925972	14926138	1.44e-05	321.671433255384
chr3R	11839287	11839561	1.65e-05	317.743488999314
chr3L	710329	710410	1.7e-05	316.882114561477
chr2R	20735785	20735939	2.11e-05	310.647949510087
chr3R	26967121	26967201	2.31e-05	308.03495245591
chrX	12143636	12143733	2.9e-05	301.471751483932
chr2L	20057423	20057618	3.76e-05	293.978156250678
chr3R	15155924	15156121	5.23e-05	284.456590559292
chr3L	11217120	11217305	5.27e-05	284.236750251486
chr3L	2780846	2780943	5.65e-05	282.22779213818
chrX	12069183	12069358	6.28e-05	279.177518306398
chr3R	17290610	17290869	6.97e-05	276.169636366862
chr2L	18284366	18284780	8.56e-05	270.240593556208
chr3R	26272988	26273186	0.000134	257.309587577328
chr3R	20492424	20492603	0.000142	255.63642899639
chr3R	4385817	4385951	0.000178	249.116702767156
chrX	20519456	20519624	0.000231	241.596390558162
chr3R	13655084	13655305	0.000247	239.66402675479
chr2R	15663267	15663431	0.000403	225.538650815924
chrX	16517418	16517646	0.000538	217.202124135351
chr3R	13370945	13371174	0.00601	147.568385874513
chrX_DS485478v1_random	245	693	0.0123	126.903957484204
chr3R	5491890	5492176	0.0124	126.670321383251
chrX_DS483851v1_random	360	587	0.0774	73.8304524681008
chr3L	1138924	1140167	8.71e-18	1133.44065978297
chr3R	17348262	17348967	7.07e-15	940.144224165515
chr3L	9251613	9252106	1.03e-13	862.848417922544
chr3R	5908281	5908819	1.25e-13	857.262742772967
chr2R	24717992	24718408	2.72e-13	834.829171641202
chr3L	12162030	12162672	7.54e-13	805.410014200835
chr3L	10722611	10723137	8.53e-13	801.850389839843
chr2R	13282494	13283116	1.31e-12	789.471406537712
chr3R	22339107	22339629	2.15e-12	775.176009576672
chr2R	25035742	25036106	2.82e-12	767.348839520486
chr3L	14649130	14649561	3.77e-12	758.971452303088
chr2L	4279901	4280182	4.06e-12	756.833148224758
chr2L	18645699	18646175	7.78e-12	738.067339668738
chr3L	3475549	3475818	1.04e-11	729.692510307892
chr3L	3419443	3419677	1.25e-11	724.385618977473
chr2R	9960238	9960459	2.29e-11	706.917228908775
chrX	54132	54581	3.25e-11	696.815386512398
chrX	20434086	20434225	3.55e-11	694.267800382873
chr3L	1683314	1683684	4.31e-11	688.670423488932
chr3L	21889774	21890085	6.24e-11	677.993260293469
chr3R	16472473	16472796	6.47e-11	676.948866630864
chr3R	21152224	21152731	7.72e-11	671.852163925353
chrX	13345633	13346099	9.29e-11	666.510608943061
chr3R	23567947	23568720	9.7e-11	665.264485929224
chr3R	26823949	26824933	1.94e-10	645.264485929224
chrX	548173	548565	2.36e-10	639.60988178573
chr2R	14708044	14708436	3.84e-10	625.563492758544
chr3L	3926216	3926648	4.71e-10	619.671077780711
chr2R	10656191	10656436	4.75e-10	619.427068708601
chr3L	17057906	17058426	9.85e-10	598.383144486092
chr2R	16382322	16382613	1.07e-09	595.994841147197
chr3R	28313102	28313646	1.77e-09	581.47206987356
chr3R	9577695	9577788	2.03e-09	577.517462531516
chrX	6803233	6803391	2.19e-09	575.328439683196
chr3R	10388181	10388562	2.72e-09	569.074924050213
chrX	3303501	3303855	2.89e-09	567.325667225206
chr3R	19105428	19105922	3.57e-09	561.228575594638
chr2R	6839940	6840343	4.75e-09	552.988506810853
chr2R	14386784	14387187	5.22e-09	550.266060943822
chrX	16319057	16319178	5.76e-09	547.425680846373
chr3L	21768068	21768273	7.78e-09	538.751653975496
chr2R	16451425	16451610	1.89e-08	513.140770493051
chr2R	24232736	24233030	2.85e-08	501.28925679643
chr2L	8625909	8626092	2.93e-08	500.490481889028
chr2R	7474309	7474444	3.08e-08	499.049888163574
chr3L	22629508	22629922	3.35e-08	496.62527327057
chr3L	15898434	15898622	5.89e-08	480.343142500863
chr3R	18802961	18803131	7.19e-08	474.588659768687
chrX	16448242	16448358	8.45e-08	469.929468354082
chrX	22665468	22665788	1e-07	465.069933284231
chr2L	15585062	15585443	1.04e-07	463.938262716903
chr2R	9642643	9642862	1.76e-07	448.758424706979
chr3L	5289854	5290027	2.31e-07	440.912076251404
chrX	6641873	6642201	2.41e-07	439.689270355126
chr2L	7550704	7550931	2.62e-07	437.278597048976
chr3L	13674449	13674589	2.91e-07	434.24955022156
chr2L	1909263	1909469	3.32e-07	430.446268452787
chr3L	20000008	20000212	3.55e-07	428.513552791884
chr3L	14979360	14979636	3.96e-07	425.359924678133
chr3L	257596	257721	5.27e-07	417.113874046981
chr3R	23076618	23077030	5.36e-07	416.62527327057
chr3R	20699125	20699533	5.53e-07	415.724343675031
chr3R	25159083	25159517	5.92e-07	413.757989767146
chr2L	17326745	17327125	6.07e-07	413.036002954612
chr3L	3474984	3475073	7.63e-07	406.436272143035
chr2L	15232349	15232953	9.77e-07	399.302762040357
chr3R	10915879	10916102	1.01e-06	398.344265526942
chr2R	20196413	20196792	1.25e-06	392.192809488736
chr2R	10576803	10577010	1.42e-06	388.513552791884
chr3R	7299035	7299193	1.47e-06	387.515048285251
chrX	11776514	11776607	1.48e-06	387.319427869399
chr2L	21106832	21106998	1.54e-06	386.17276436808
chrX	12143265	12143530	1.56e-06	385.800450804733
chr3L	5437743	5438104	1.6e-06	385.069933284231
chr2L	4866936	4867139	1.77e-06	382.156384180318
chr3R	9107095	9107414	1.95e-06	379.361888906986
chr3L	21508774	21509004	2.05e-06	377.918893191869
chr2R	19025421	19025741	2.28e-06	374.850694898683
chr3R	8676856	8676942	2.33e-06	374.224772288892
chrX	14410234	14410429	2.38e-06	373.612139915819
chr2R	18981385	18981573	2.49e-06	372.308456540616
chr2L	19247860	19248038	2.59e-06	371.172329428247
chr2R	12812062	12812209	2.73e-06	369.653352363581
chrX	2807638	2807902	2.78e-06	369.129673727508
chr3R	12981506	12981602	3.1e-06	365.986007076493
chr2L	19850875	19851224	3.53e-06	362.238007716554
chrX	848881	849372	3.8e-06	360.111383015359
chrX	10581831	10581974	4.34e-06	356.277470533088
chrX	7397007	7397247	4.89e-06	352.834682082933
chr2L	10589389	10589841	4.9e-06	352.775736401927
chr3R	13515035	13515348	5.14e-06	351.3960041981
chrX	8115857	8115955	5.21e-06	351.005703936408
chr2L	2599670	2599845	5.25e-06	350.785022930908
chrX	4791362	4791650	5.41e-06	349.918799505442
chr2R	6911069	6911217	5.42e-06	349.865514354901
chr2L	922214	922306	6.35e-06	345.296239548787
chr2L	10380279	10380478	7.55e-06	340.301838497729
chr2L	8717517	8717647	8.19e-06	337.954102349158
chr3L	17912506	17912626	8.21e-06	337.883726946422
chr2L	16573331	16573438	9.27e-06	334.379984609467
chr3R	27498130	27498276	9.74e-06	332.952935940331
chr2L	18301289	18301384	1.09e-05	329.706246788692
chr3L	20152117	20152395	1.17e-05	327.662638892563
chr2L	6309087	6309323	1.26e-05	325.524334814232
chrX	9436783	9437002	1.39e-05	322.691111829761
chr2L	20042735	20042885	1.42e-05	322.074990894137
chr2L	16135728	16135908	1.54e-05	319.734202470333
chr2L	11562143	11562477	1.73e-05	316.377368731496
chr2L	2060833	2060941	2.03e-05	311.763214940527
chr3R	30409781	30409910	2.13e-05	310.375740879714
chr2R	7839637	7839970	2.2e-05	309.442739013738
chrX	4178522	4178679	2.3e-05	308.160132265343
chr2R	4396941	4397339	2.65e-05	304.072962295219
chr2R	21840651	21840958	2.72e-05	303.320676459224
chr2R	21425769	21425936	2.87e-05	301.771794750717
chr2R	9337368	9337577	3.14e-05	299.177518306398
chrX	966069	966325	3.81e-05	293.596989534364
chr3R	14403343	14403510	4.88e-05	286.455186532973
chrX	11480436	11480559	4.93e-05	286.161056556673
chr3L	5683961	5684136	6.82e-05	276.797374703747
chrX	8978011	8978135	7.2e-05	275.232871357637
chr2L	15931047	15931258	8.6e-05	270.106076292442
chr3L	16916151	16916242	0.000126	259.085772916485
chr3L	8879926	8880051	0.000175	249.607149149837
chr3R	27430712	27430898	0.000189	247.386522902062
chr2R	6249508	6249656	0.000235	241.101032455183
chr3R	17993280	17993511	0.000424	224.072962295219
chr3L	2982279	2982443	0.000547	216.723430930632
chr3L	21227622	21228076	0.000609	213.625403028357
chrX	4131725	4132009	0.000649	211.789878026501
chr2R	13173817	13174082	0.00113	195.789230240432
chr2R	6763765	6764533	0.00281	169.504283084318
chr3L	17449740	17449897	0.00432	157.095059445467
chr3R	13046219	13046523	0.00449	155.981376793913
chr2R	914388	914831	0.0115	128.844446572101
chr2R	1068519	1068956	0.0123	126.903957484204
chr2R	7273198	7273420	0.0194	113.755990747246
chr2L	22646209	22646451	0.0263	104.975867805143
chrX_DS485281v1_random	292	405	0.029	102.15606579069
chr2R	1068061	1068282	0.0534	84.5403289572379
chrX_DS485691v1_random	650	756	0.0737	75.2438314090876
chr3R	20945433	20946270	3.03e-21	1363.22344397873
chr3R	22870024	22870884	1.03e-18	1195.04122741128
chrX	4866010	4866761	4.57e-17	1085.61166895604
chrX	14732515	14733281	1.94e-15	977.457295417961
chr3R	23877819	23878356	4.37e-15	954.025762871691
chr2R	16074022	16074670	7.67e-14	871.355335013897
chr2R	20796641	20797372	1.14e-13	859.920628182914
chr3R	11524257	11524970	1.75e-13	847.554206229562
chr3L	14646901	14647302	2.44e-13	837.963681714951
chr2L	1861786	1862470	2.91e-13	832.880921608043
chr3R	7745104	7745519	8.28e-13	802.708689316222
chrX	5833513	5834373	8.29e-13	802.673862636294
chr3R	25791767	25792329	1.3e-12	789.692510307892
chr2R	14706071	14706690	1.96e-12	777.845669686157
chr3R	14377444	14377802	8.19e-12	736.585473735641
chr3R	23112377	23112860	9.11e-12	733.51372169242
chr3L	2975600	2976031	1.25e-11	724.385618977473
chr3L	1473255	1473836	1.31e-11	723.032844639965
chr2R	22587938	22588531	2.77e-11	701.426461349731
chr2R	10579228	10579654	4.62e-11	686.666323842393
chr2L	4440266	4440480	5.03e-11	684.213012874604
chr2R	20506060	20506787	6.24e-11	677.993260293469
chr2R	17216111	17216635	7.3e-11	673.466251595367
chr3L	270372	270577	1.37e-10	655.302101113756
chr2R	12072678	12073314	1.65e-10	649.936298488051
chr3R	27802392	27802627	2.15e-10	642.298885781178
chr3R	28091331	28091732	3.43e-10	628.821447449511
chr2R	6134269	6134600	5.98e-10	612.782709289005
chr3L	15148294	15148598	8.98e-10	601.051310078144
chr3L	15403778	15404122	1.1e-09	595.196986604727
chr3R	29369955	29370667	1.7e-09	582.636362152466
chrX	21196224	21196775	1.74e-09	581.965310958245
chr3R	8435925	8436802	1.76e-09	581.635548502474
chr3L	19441064	19441461	2.2e-09	575.196986604727
chr3L	12173680	12174243	2.4e-09	572.686368963049
chr3L	5952534	5952960	2.44e-09	572.209434123962
chrX	12208795	12209116	2.81e-09	568.135654470801
chr2R	18954162	18954432	3.52e-09	561.635548502474
chr3R	30203559	30203761	3.66e-09	560.510184109539
chr3L	19274195	19274823	4.09e-09	557.305040216385
chr2L	14826441	14826896	4.43e-09	555.000923104119
chr2L	12191989	12192311	6.65e-09	543.279970267449
chr3L	5277649	5277773	6.82e-09	542.551622294736
chr3L	2030168	2030503	7.77e-09	538.788765107066
chr3R	14096874	14097137	1.36e-08	522.636362152466
chr3L	10368856	10369208	1.38e-08	522.215129841909
chr3L	19159579	19159984	1.76e-08	515.196986604727
chr2L	3901604	3901980	1.83e-08	514.071622211792
chr3L	12832144	12832379	2.12e-08	509.827209886208
chrX	8926506	8926831	2.14e-08	509.55627924945
chr2L	12504536	12504651	2.5e-08	505.069933284231
chr3R	25490382	25490689	2.62e-08	503.717158946723
chr3L	183868	184237	2.79e-08	501.903192740889
chrX	18049439	18049706	3.19e-08	498.037366702175
chr2R	15046543	15046792	3.3e-08	497.059174692556
chr2R	10655861	10656075	4.32e-08	489.287868934203
chr3L	20542295	20542544	4.66e-08	487.101896084387
chrX	20335659	20335878	6.37e-08	478.082627732346
chr3L	19062486	19062614	6.42e-08	477.857029235026
chr3L	12968138	12968429	8.82e-08	468.692922066322
chr2L	16121058	16121306	1.15e-07	461.037256060838
chr2L	17376047	17376362	1.37e-07	455.986415420515
chr3L	13979408	13979677	1.38e-07	455.776567944162
chrX	17015601	17015977	2.11e-07	443.525073305582
chr3R	8820155	8820486	2.29e-07	441.162981317786
chr2R	9277223	9277537	2.43e-07	439.45080700761
chrX	16599457	16599552	2.7e-07	436.410745138709
